images\448.jpg Annotatio\448.png
images\aug_IMG_3692_1.jpg Annotatio\aug_IMG_3692_1.png
images\CRACK500_20160328_153714_1_1081.jpg Annotatio\CRACK500_20160328_153714_1_1081.png
images\Rissbilder_for_Florian_9S6A2865_413_845_3382_2544.jpg Annotatio\Rissbilder_for_Florian_9S6A2865_413_845_3382_2544.png
images\noncrack_noncrack_concrete_wall_65_8.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_65_8.jpg.png
images\Volker_DSC01649_0_0_1824_2736.jpg Annotatio\Volker_DSC01649_0_0_1824_2736.png
images\Explorer_HD2K_SN24855_11-27-08_1.jpg Annotatio\Explorer_HD2K_SN24855_11-27-08_1.png
images\Volker_DSC01669_40_698_1707_1731.jpg Annotatio\Volker_DSC01669_40_698_1707_1731.png
images\Rissbilder_for_Florian_9S6A2893_89_1363_3350_3642.jpg Annotatio\Rissbilder_for_Florian_9S6A2893_89_1363_3350_3642.png
images\404.jpg Annotatio\404.png
images\CRACK500_20160222_115738_1281_361.jpg Annotatio\CRACK500_20160222_115738_1281_361.png
images\IMG_3540.jpg Annotatio\IMG_3540.png
images\noncrack_noncrack_concrete_wall_72_4.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_72_4.jpg.png
images\CRACK500_20160326_142309_641_721.jpg Annotatio\CRACK500_20160326_142309_641_721.png
images\Rissbilder_for_Florian_9S6A2845_0_0_5760_3840.jpg Annotatio\Rissbilder_for_Florian_9S6A2845_0_0_5760_3840.png
images\CRACK500_20160307_145259_1921_361.jpg Annotatio\CRACK500_20160307_145259_1921_361.png
images\CRACK500_20160308_155720_641_721.jpg Annotatio\CRACK500_20160308_155720_641_721.png
images\Volker_DSC01705_680_705_1083_950.jpg Annotatio\Volker_DSC01705_680_705_1083_950.png
images\Rissbilder_for_Florian_9S6A3126_163_1469_3199_4014.jpg Annotatio\Rissbilder_for_Florian_9S6A3126_163_1469_3199_4014.png
images\CRACK500_20160316_144105_1281_361.jpg Annotatio\CRACK500_20160316_144105_1281_361.png
images\CRACK500_20160308_155737_1281_1.jpg Annotatio\CRACK500_20160308_155737_1281_1.png
images\Rissbilder_for_Florian_9S6A2828_343_641_3289_2910.jpg Annotatio\Rissbilder_for_Florian_9S6A2828_343_641_3289_2910.png
images\Rissbilder_for_Florian_9S6A2902_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A2902_0_0_3840_5760.png
images\Rissbilder_for_Florian_9S6A3096_569_496_2977_2935.jpg Annotatio\Rissbilder_for_Florian_9S6A3096_569_496_2977_2935.png
images\noncrack_noncrack_concrete_wall_55_3.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_55_3.jpg.png
images\IMG_3423_1.jpg Annotatio\IMG_3423_1.png
images\Rissbilder_for_Florian_9S6A3118_2514_38_2922_3514.jpg Annotatio\Rissbilder_for_Florian_9S6A3118_2514_38_2922_3514.png
images\IMG_3601_1.jpg Annotatio\IMG_3601_1.png
images\Rissbilder_for_Florian_9S6A2833_649_733_3135_3311.jpg Annotatio\Rissbilder_for_Florian_9S6A2833_649_733_3135_3311.png
images\20200227_093709_1.jpg Annotatio\20200227_093709_1.png
images\Rissbilder_for_Florian_9S6A2812_363_1513_2020_2428.jpg Annotatio\Rissbilder_for_Florian_9S6A2812_363_1513_2020_2428.png
images\aug_092.jpg Annotatio\aug_092.png
images\noncrack_noncrack_concrete_wall_23_3.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_23_3.jpg.png
images\Rissbilder_for_Florian_9S6A2854_716_1496_2003_2565.jpg Annotatio\Rissbilder_for_Florian_9S6A2854_716_1496_2003_2565.png
images\CRACK500_20160222_164141_1_1081.jpg Annotatio\CRACK500_20160222_164141_1_1081.png
images\noncrack_noncrack_concrete_wall_14_12.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_14_12.jpg.png
images\Rissbilder_for_Florian_9S6A2876_800_744_2945_3705.jpg Annotatio\Rissbilder_for_Florian_9S6A2876_800_744_2945_3705.png
images\Volker_DSC01644_1383_48_1339_1062.jpg Annotatio\Volker_DSC01644_1383_48_1339_1062.png
images\CRACK500_20160328_154011_1921_721.jpg Annotatio\CRACK500_20160328_154011_1921_721.png
images\CRACK500_20160222_163940_641_721.jpg Annotatio\CRACK500_20160222_163940_641_721.png
images\Rissbilder_for_Florian_9S6A2907_1277_2026_2533_3184.jpg Annotatio\Rissbilder_for_Florian_9S6A2907_1277_2026_2533_3184.png
images\CRACK500_20160222_081102_1921_721.jpg Annotatio\CRACK500_20160222_081102_1921_721.png
images\noncrack_noncrack_concrete_wall_38_3.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_38_3.jpg.png
images\CRACK500_20160328_152308_1281_361.jpg Annotatio\CRACK500_20160328_152308_1281_361.png
images\Rissbilder_for_Florian_9S6A2892_394_1442_2337_2194.jpg Annotatio\Rissbilder_for_Florian_9S6A2892_394_1442_2337_2194.png
images\GAPS384_train_1380_1_1.jpg Annotatio\GAPS384_train_1380_1_1.png
images\Volker_DSC01647_71_8_2131_1809.jpg Annotatio\Volker_DSC01647_71_8_2131_1809.png
images\noncrack_noncrack_concrete_wall_5_6.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_5_6.jpg.png
images\Rissbilder_for_Florian_9S6A2820_675_1968_2190_2520.jpg Annotatio\Rissbilder_for_Florian_9S6A2820_675_1968_2190_2520.png
images\CRACK500_20160316_144241_1_721.jpg Annotatio\CRACK500_20160316_144241_1_721.png
images\Rissbilder_for_Florian_9S6A2814_248_1266_3546_2973.jpg Annotatio\Rissbilder_for_Florian_9S6A2814_248_1266_3546_2973.png
images\Rissbilder_for_Florian_9S6A2808_333_1531_3184_4227.jpg Annotatio\Rissbilder_for_Florian_9S6A2808_333_1531_3184_4227.png
images\225.jpg Annotatio\225.png
images\DeepCrack_11266-2.jpg Annotatio\DeepCrack_11266-2.png
images\Rissbilder_for_Florian_9S6A2813_5_1035_3823_4457.jpg Annotatio\Rissbilder_for_Florian_9S6A2813_5_1035_3823_4457.png
images\Volker_DSC01702_53_496_1764_2075.jpg Annotatio\Volker_DSC01702_53_496_1764_2075.png
images\CRACK500_20160407_163130_1281_721.jpg Annotatio\CRACK500_20160407_163130_1281_721.png
images\GAPS384_train_1179_541_1.jpg Annotatio\GAPS384_train_1179_541_1.png
images\aug_20200228_110729_2.jpg Annotatio\aug_20200228_110729_2.png
images\CRACK500_20160328_153632_1_721.jpg Annotatio\CRACK500_20160328_153632_1_721.png
images\noncrack_noncrack_concrete_wall_2_5.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_2_5.jpg.png
images\CRACK500_20160328_153654_641_721.jpg Annotatio\CRACK500_20160328_153654_641_721.png
images\CRACK500_20160308_072844_641_721.jpg Annotatio\CRACK500_20160308_072844_641_721.png
images\Rissbilder_for_Florian_9S6A2875_1394_1999_2364_3031.jpg Annotatio\Rissbilder_for_Florian_9S6A2875_1394_1999_2364_3031.png
images\aug_IMG_3779.jpg Annotatio\aug_IMG_3779.png
images\20200227_093325_2.jpg Annotatio\20200227_093325_2.png
images\IMG_3555.jpg Annotatio\IMG_3555.png
images\580.jpg Annotatio\580.png
images\GAPS384_test_0040_541_1.jpg Annotatio\GAPS384_test_0040_541_1.png
images\Volker_DSC01694_632_350_1384_1443.jpg Annotatio\Volker_DSC01694_632_350_1384_1443.png
images\aug_IMG_20190821_202841_BURST1.jpg Annotatio\aug_IMG_20190821_202841_BURST1.png
images\Rissbilder_for_Florian_9S6A2850_2193_29_3327_3772.jpg Annotatio\Rissbilder_for_Florian_9S6A2850_2193_29_3327_3772.png
images\Rissbilder_for_Florian_9S6A3111_601_683_2556_3338.jpg Annotatio\Rissbilder_for_Florian_9S6A3111_601_683_2556_3338.png
images\Rissbilder_for_Florian_9S6A2873_1903_186_2747_3464.jpg Annotatio\Rissbilder_for_Florian_9S6A2873_1903_186_2747_3464.png
images\Rissbilder_for_Florian_9S6A2889_990_30_2802_2480.jpg Annotatio\Rissbilder_for_Florian_9S6A2889_990_30_2802_2480.png
images\aug_IMG_3556_1.jpg Annotatio\aug_IMG_3556_1.png
images\aug_IMG_3754.jpg Annotatio\aug_IMG_3754.png
images\DeepCrack_11215-11.jpg Annotatio\DeepCrack_11215-11.png
images\Rissbilder_for_Florian_9S6A2782_113_533_3646_3356.jpg Annotatio\Rissbilder_for_Florian_9S6A2782_113_533_3646_3356.png
images\DeepCrack_11296-16.jpg Annotatio\DeepCrack_11296-16.png
images\Volker_DSC01626_359_469_1416_1580.jpg Annotatio\Volker_DSC01626_359_469_1416_1580.png
images\468.jpg Annotatio\468.png
images\IMG_3434.jpg Annotatio\IMG_3434.png
images\IMG_3554_2.jpg Annotatio\IMG_3554_2.png
images\aug_247.jpg Annotatio\aug_247.png
images\Rissbilder_for_Florian_9S6A2813_5_321_3612_4601.jpg Annotatio\Rissbilder_for_Florian_9S6A2813_5_321_3612_4601.png
images\noncrack_noncrack_concrete_wall_68_9.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_68_9.jpg.png
images\IMG_3616_2.jpg Annotatio\IMG_3616_2.png
images\CRACK500_20160222_080850_1281_721.jpg Annotatio\CRACK500_20160222_080850_1281_721.png
images\Rissbilder_for_Florian_9S6A2828_958_2102_2564_2428.jpg Annotatio\Rissbilder_for_Florian_9S6A2828_958_2102_2564_2428.png
images\noncrack_noncrack_concrete_wall_44_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_44_0.jpg.png
images\Volker_DSC01672_81_538_1656_1918.jpg Annotatio\Volker_DSC01672_81_538_1656_1918.png
images\aug_IMG_3609.jpg Annotatio\aug_IMG_3609.png
images\noncrack_noncrack_concrete_wall_81_1.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_81_1.jpg.png
images\noncrack_noncrack_concrete_wall_18_1.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_18_1.jpg.png
images\CRACK500_20160329_104024_1281_1.jpg Annotatio\CRACK500_20160329_104024_1281_1.png
images\CRACK500_20160308_155516_1281_721.jpg Annotatio\CRACK500_20160308_155516_1281_721.png
images\Rissbilder_for_Florian_9S6A2881_434_2210_2794_3501.jpg Annotatio\Rissbilder_for_Florian_9S6A2881_434_2210_2794_3501.png
images\noncrack_noncrack_concrete_wall_57_9.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_57_9.jpg.png
images\Rissbilder_for_Florian_9S6A3120_197_2129_3412_2962.jpg Annotatio\Rissbilder_for_Florian_9S6A3120_197_2129_3412_2962.png
images\Rissbilder_for_Florian_9S6A2822_1374_12_2572_2242.jpg Annotatio\Rissbilder_for_Florian_9S6A2822_1374_12_2572_2242.png
images\DeepCrack_11170-2.jpg Annotatio\DeepCrack_11170-2.png
images\CRACK500_20160306_103816_641_361.jpg Annotatio\CRACK500_20160306_103816_641_361.png
images\CRACK500_20160330_170114_1921_721.jpg Annotatio\CRACK500_20160330_170114_1921_721.png
images\Rissbilder_for_Florian_9S6A2783_1158_1768_2682_2860.jpg Annotatio\Rissbilder_for_Florian_9S6A2783_1158_1768_2682_2860.png
images\CRACK500_20160329_104031_641_1081.jpg Annotatio\CRACK500_20160329_104031_641_1081.png
images\CRACK500_20160225_114503_1281_721.jpg Annotatio\CRACK500_20160225_114503_1281_721.png
images\Volker_DSC01671_561_920_1197_1399.jpg Annotatio\Volker_DSC01671_561_920_1197_1399.png
images\CRACK500_20160307_144150_1_1081.jpg Annotatio\CRACK500_20160307_144150_1_1081.png
images\CRACK500_20160328_154452_1281_721.jpg Annotatio\CRACK500_20160328_154452_1281_721.png
images\Rissbilder_for_Florian_9S6A2833_638_1640_2914_3148.jpg Annotatio\Rissbilder_for_Florian_9S6A2833_638_1640_2914_3148.png
images\noncrack_noncrack_concrete_wall_48_10.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_48_10.jpg.png
images\CRACK500_20160324_170309_1281_1.jpg Annotatio\CRACK500_20160324_170309_1281_1.png
images\cracktree200_6314.jpg Annotatio\cracktree200_6314.png
images\aug_487.jpg Annotatio\aug_487.png
images\CRACK500_20160222_165919_1921_721.jpg Annotatio\CRACK500_20160222_165919_1921_721.png
images\IMG_3537_1.jpg Annotatio\IMG_3537_1.png
images\DeepCrack_11240-5.jpg Annotatio\DeepCrack_11240-5.png
images\CRACK500_20160318_181627_1921_361.jpg Annotatio\CRACK500_20160318_181627_1921_361.png
images\Rissbilder_for_Florian_9S6A3088_77_1802_3188_3831.jpg Annotatio\Rissbilder_for_Florian_9S6A3088_77_1802_3188_3831.png
images\273.jpg Annotatio\273.png
images\Rissbilder_for_Florian_9S6A2787_76_1996_3393_3530.jpg Annotatio\Rissbilder_for_Florian_9S6A2787_76_1996_3393_3530.png
images\GAPS384_train_1120_541_641.jpg Annotatio\GAPS384_train_1120_541_641.png
images\Rissbilder_for_Florian_9S6A2834_447_336_2297_2907.jpg Annotatio\Rissbilder_for_Florian_9S6A2834_447_336_2297_2907.png
images\Rissbilder_for_Florian_9S6A2806_1737_399_2544_2543.jpg Annotatio\Rissbilder_for_Florian_9S6A2806_1737_399_2544_2543.png
images\CRACK500_20160306_104527_641_361.jpg Annotatio\CRACK500_20160306_104527_641_361.png
images\IMG_3763_2.jpg Annotatio\IMG_3763_2.png
images\20200228_110502_2.jpg Annotatio\20200228_110502_2.png
images\noncrack_noncrack_concrete_wall_41_18.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_41_18.jpg.png
images\CRACK500_20160328_153533_1921_1.jpg Annotatio\CRACK500_20160328_153533_1921_1.png
images\CRACK500_20160329_104205_641_361.jpg Annotatio\CRACK500_20160329_104205_641_361.png
images\CRACK500_20160330_170507_1281_361.jpg Annotatio\CRACK500_20160330_170507_1281_361.png
images\noncrack_noncrack_concrete_wall_96_15.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_96_15.jpg.png
images\CRACK500_20160405_171712_1281_1.jpg Annotatio\CRACK500_20160405_171712_1281_1.png
images\Volker_DSC01625_858_1499_942_1233.jpg Annotatio\Volker_DSC01625_858_1499_942_1233.png
images\CRACK500_20160329_104120_1921_721.jpg Annotatio\CRACK500_20160329_104120_1921_721.png
images\441.jpg Annotatio\441.png
images\Rissbilder_for_Florian_9S6A2814_256_406_3178_3245.jpg Annotatio\Rissbilder_for_Florian_9S6A2814_256_406_3178_3245.png
images\aug_20200228_110502_2.jpg Annotatio\aug_20200228_110502_2.png
images\CRACK500_20160329_104107_1_1081.jpg Annotatio\CRACK500_20160329_104107_1_1081.png
images\noncrack_noncrack_concrete_wall_58_4.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_58_4.jpg.png
images\noncrack_noncrack_concrete_wall_59_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_59_2.jpg.png
images\noncrack_noncrack_concrete_wall_33_4.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_33_4.jpg.png
images\Rissbilder_for_Florian_9S6A2912_589_701_2462_2495.jpg Annotatio\Rissbilder_for_Florian_9S6A2912_589_701_2462_2495.png
images\aug_IMG_3517_1.jpg Annotatio\aug_IMG_3517_1.png
images\noncrack_noncrack_concrete_wall_55_19.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_55_19.jpg.png
images\noncrack_noncrack_concrete_wall_14_8.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_14_8.jpg.png
images\CRACK500_20160308_073014_1921_361.jpg Annotatio\CRACK500_20160308_073014_1921_361.png
images\GAPS384_train_1127_541_641.jpg Annotatio\GAPS384_train_1127_541_641.png
images\GAPS384_train_1345_541_1.jpg Annotatio\GAPS384_train_1345_541_1.png
images\Rissbilder_for_Florian_9S6A2841_31_1247_3634_3076.jpg Annotatio\Rissbilder_for_Florian_9S6A2841_31_1247_3634_3076.png
images\Rissbilder_for_Florian_9S6A2923_49_326_3736_3442.jpg Annotatio\Rissbilder_for_Florian_9S6A2923_49_326_3736_3442.png
images\IMG_20190813_120639_BURST6.jpg Annotatio\IMG_20190813_120639_BURST6.png
images\Rissbilder_for_Florian_9S6A2862_550_1911_3038_3042.jpg Annotatio\Rissbilder_for_Florian_9S6A2862_550_1911_3038_3042.png
images\408.jpg Annotatio\408.png
images\aug_IMG_3753_1.jpg Annotatio\aug_IMG_3753_1.png
images\Volker_DSC01670_781_907_908_1136.jpg Annotatio\Volker_DSC01670_781_907_908_1136.png
images\CRACK500_20160329_103626_1_361.jpg Annotatio\CRACK500_20160329_103626_1_361.png
images\Rissbilder_for_Florian_9S6A2904_10_974_3610_4031.jpg Annotatio\Rissbilder_for_Florian_9S6A2904_10_974_3610_4031.png
images\CRACK500_20160307_163342_1281_361.jpg Annotatio\CRACK500_20160307_163342_1281_361.png
images\IMG_3756.jpg Annotatio\IMG_3756.png
images\20200227_093316_2.jpg Annotatio\20200227_093316_2.png
images\Eugen_Muller_4470_187_362_517_460.jpg Annotatio\Eugen_Muller_4470_187_362_517_460.png
images\Rissbilder_for_Florian_9S6A2844_98_330_3678_3720.jpg Annotatio\Rissbilder_for_Florian_9S6A2844_98_330_3678_3720.png
images\CRACK500_20160329_094025_1_721.jpg Annotatio\CRACK500_20160329_094025_1_721.png
images\noncrack_noncrack_concrete_wall_51_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_51_2.jpg.png
images\IMG_20190813_120934_BURST5.jpg Annotatio\IMG_20190813_120934_BURST5.png
images\Rissbilder_for_Florian_9S6A2813_52_2306_3685_3445.jpg Annotatio\Rissbilder_for_Florian_9S6A2813_52_2306_3685_3445.png
images\DeepCrack_11231-1.jpg Annotatio\DeepCrack_11231-1.png
images\Volker_DSC01647_596_37_1835_1546.jpg Annotatio\Volker_DSC01647_596_37_1835_1546.png
images\CRACK500_20160328_153612_1281_361.jpg Annotatio\CRACK500_20160328_153612_1281_361.png
images\Rissbilder_for_Florian_9S6A3134_60_2572_2349_2669.jpg Annotatio\Rissbilder_for_Florian_9S6A3134_60_2572_2349_2669.png
images\IMG_3724.jpg Annotatio\IMG_3724.png
images\Rissbilder_for_Florian_9S6A2867_249_168_3377_3485.jpg Annotatio\Rissbilder_for_Florian_9S6A2867_249_168_3377_3485.png
images\noncrack_noncrack_concrete_wall_64_5.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_64_5.jpg.png
images\IMG_3744_2.jpg Annotatio\IMG_3744_2.png
images\Volker_DSC01663_160_323_1587_1597.jpg Annotatio\Volker_DSC01663_160_323_1587_1597.png
images\CRACK500_20160328_151212_1921_721.jpg Annotatio\CRACK500_20160328_151212_1921_721.png
images\Rissbilder_for_Florian_9S6A2865_215_1866_2936_3607.jpg Annotatio\Rissbilder_for_Florian_9S6A2865_215_1866_2936_3607.png
images\Volker_DSC01676_0_0_1824_2736.jpg Annotatio\Volker_DSC01676_0_0_1824_2736.png
images\Rissbilder_for_Florian_9S6A2860_996_737_2576_2146.jpg Annotatio\Rissbilder_for_Florian_9S6A2860_996_737_2576_2146.png
images\IMG_3740.jpg Annotatio\IMG_3740.png
images\Rissbilder_for_Florian_9S6A2880_516_1881_2331_2080.jpg Annotatio\Rissbilder_for_Florian_9S6A2880_516_1881_2331_2080.png
images\CRACK500_20160328_154339_1921_361.jpg Annotatio\CRACK500_20160328_154339_1921_361.png
images\IMG_20190813_122127_BURST11.jpg Annotatio\IMG_20190813_122127_BURST11.png
images\aug_IMG_3406.jpg Annotatio\aug_IMG_3406.png
images\GAPS384_train_0761_541_1.jpg Annotatio\GAPS384_train_0761_541_1.png
images\Rissbilder_for_Florian_9S6A2828_31_2618_3268_3130.jpg Annotatio\Rissbilder_for_Florian_9S6A2828_31_2618_3268_3130.png
images\GAPS384_train_0516_541_641.jpg Annotatio\GAPS384_train_0516_541_641.png
images\CRACK500_20160308_074702_1921_361.jpg Annotatio\CRACK500_20160308_074702_1921_361.png
images\DeepCrack_11185-1.jpg Annotatio\DeepCrack_11185-1.png
images\Rissbilder_for_Florian_9S6A3138_270_92_3348_2520.jpg Annotatio\Rissbilder_for_Florian_9S6A3138_270_92_3348_2520.png
images\287.jpg Annotatio\287.png
images\CRACK500_20160329_115531_1_721.jpg Annotatio\CRACK500_20160329_115531_1_721.png
images\Rissbilder_for_Florian_9S6A3124_284_348_3347_3692.jpg Annotatio\Rissbilder_for_Florian_9S6A3124_284_348_3347_3692.png
images\Rissbilder_for_Florian_9S6A2912_644_620_2582_2601.jpg Annotatio\Rissbilder_for_Florian_9S6A2912_644_620_2582_2601.png
images\aug_20200228_111624_2.jpg Annotatio\aug_20200228_111624_2.png
images\aug_IMG_3614_2.jpg Annotatio\aug_IMG_3614_2.png
images\noncrack_noncrack_concrete_wall_48_5.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_48_5.jpg.png
images\CFD_067.jpg Annotatio\CFD_067.png
images\cracktree200_6753.jpg Annotatio\cracktree200_6753.png
images\465.jpg Annotatio\465.png
images\Rissbilder_for_Florian_9S6A2803_723_1064_3108_2479.jpg Annotatio\Rissbilder_for_Florian_9S6A2803_723_1064_3108_2479.png
images\113.jpg Annotatio\113.png
images\aug_595.jpg Annotatio\aug_595.png
images\CRACK500_20160328_153540_1281_361.jpg Annotatio\CRACK500_20160328_153540_1281_361.png
images\Volker_DSC01696_495_55_2085_1715.jpg Annotatio\Volker_DSC01696_495_55_2085_1715.png
images\Rissbilder_for_Florian_9S6A2919_2288_856_3039_2855.jpg Annotatio\Rissbilder_for_Florian_9S6A2919_2288_856_3039_2855.png
images\CRACK500_20160328_151201_1921_721.jpg Annotatio\CRACK500_20160328_151201_1921_721.png
images\CRACK500_20160329_104120_1_361.jpg Annotatio\CRACK500_20160329_104120_1_361.png
images\Rissbilder_for_Florian_9S6A2836_187_1899_3503_3795.jpg Annotatio\Rissbilder_for_Florian_9S6A2836_187_1899_3503_3795.png
images\CRACK500_20160328_151057_1281_361.jpg Annotatio\CRACK500_20160328_151057_1281_361.png
images\Rissbilder_for_Florian_9S6A2807_228_2427_2500_2448.jpg Annotatio\Rissbilder_for_Florian_9S6A2807_228_2427_2500_2448.png
images\Rissbilder_for_Florian_9S6A2859_2991_817_2064_2473.jpg Annotatio\Rissbilder_for_Florian_9S6A2859_2991_817_2064_2473.png
images\noncrack_noncrack_concrete_wall_47_1.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_47_1.jpg.png
images\CRACK500_20160326_141812_1_1.jpg Annotatio\CRACK500_20160326_141812_1_1.png
images\aug_IMG_3537.jpg Annotatio\aug_IMG_3537.png
images\DeepCrack_11286-2.jpg Annotatio\DeepCrack_11286-2.png
images\CRACK500_20160222_165951_1921_1081.jpg Annotatio\CRACK500_20160222_165951_1921_1081.png
images\Volker_DSC01695_522_43_1166_1172.jpg Annotatio\Volker_DSC01695_522_43_1166_1172.png
images\cracktree200_6358.jpg Annotatio\cracktree200_6358.png
images\IMG_20190813_114634_1.jpg Annotatio\IMG_20190813_114634_1.png
images\Rissbilder_for_Florian_9S6A2799_673_2345_2886_2620.jpg Annotatio\Rissbilder_for_Florian_9S6A2799_673_2345_2886_2620.png
images\Rissbilder_for_Florian_9S6A3129_570_1546_2786_2545.jpg Annotatio\Rissbilder_for_Florian_9S6A3129_570_1546_2786_2545.png
images\DeepCrack_IMG_6533-3.jpg Annotatio\DeepCrack_IMG_6533-3.png
images\CRACK500_20160222_164000_1_721.jpg Annotatio\CRACK500_20160222_164000_1_721.png
images\noncrack_noncrack_concrete_wall_99_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_99_0.jpg.png
images\aug_20200227_093615_1.jpg Annotatio\aug_20200227_093615_1.png
images\DeepCrack_11178-1.jpg Annotatio\DeepCrack_11178-1.png
images\Rissbilder_for_Florian_9S6A2810_1168_302_2601_3130.jpg Annotatio\Rissbilder_for_Florian_9S6A2810_1168_302_2601_3130.png
images\20200227_092844_1.jpg Annotatio\20200227_092844_1.png
images\Rissbilder_for_Florian_9S6A2881_96_88_3738_3953.jpg Annotatio\Rissbilder_for_Florian_9S6A2881_96_88_3738_3953.png
